100个空调完整时间序列数据

"空调: AC_S_050 (small), 额定功率: 3.21kW, 温度范围: [20.3, 25.8]°C, 状态: success"
14.0,29.8,25.00,2.292,70.9
14.5,29.5,25.00,2.169,67.1
15.0,29.2,25.00,2.046,63.3
15.5,29.0,25.00,1.923,59.5
16.0,28.7,25.00,1.800,55.7
16.5,28.5,25.00,1.677,51.9
17.0,28.2,25.00,1.554,48.1
17.5,28.3,25.00,1.588,49.2
18.0,28.4,25.00,1.622,50.2
18.5,28.4,25.00,1.657,51.3
19.0,28.5,25.00,1.691,52.3
19.5,28.6,25.00,1.725,53.4
20.0,28.7,25.00,1.760,54.5
20.5,28.6,25.00,1.736,53.8
21.0,28.6,25.00,1.713,53.0
21.5,28.5,25.00,1.690,52.3
22.0,28.5,25.00,1.667,51.6
22.5,28.4,25.00,1.644,50.9
23.0,28.4,25.00,1.620,50.2
23.5,28.3,25.00,1.610,49.8
24.0,28.3,25.00,1.610,49.8

"空调: AC_M_026 (medium), 额定功率: 3.96kW, 温度范围: [20.3, 25.0]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.64,0.000,0.0
1.0,27.5,23.78,0.000,0.0
1.5,27.5,23.91,0.000,0.0
2.0,27.5,24.03,0.000,0.0
2.5,27.5,24.15,0.000,0.0
3.0,27.4,24.27,0.000,0.0
3.5,27.4,24.37,0.000,0.0
4.0,27.4,24.48,0.000,0.0
4.5,27.4,24.58,0.000,0.0
5.0,27.4,24.68,0.000,0.0
5.5,27.6,24.78,0.000,0.0
6.0,27.9,24.89,0.000,0.0
6.5,28.2,25.00,0.114,2.9
7.0,28.5,25.00,2.102,53.1
7.5,28.8,25.00,2.271,57.3
8.0,29.1,25.00,2.440,61.6
8.5,29.4,25.00,2.627,66.3
9.0,29.7,25.00,2.815,71.1
9.5,30.0,25.00,3.002,75.8
10.0,30.3,25.00,3.189,80.5
10.5,30.6,25.00,3.377,85.3
11.0,30.9,25.00,3.564,90.0
11.5,30.7,25.00,3.448,87.1
12.0,30.5,25.00,3.332,84.1
12.5,30.3,25.00,3.216,81.2
13.0,30.1,25.00,3.100,78.3
13.5,30.0,25.00,2.984,75.4
14.0,29.8,25.00,2.868,72.4
14.5,29.5,25.00,2.714,68.5
15.0,29.2,25.00,2.560,64.7
15.5,29.0,25.00,2.406,60.8
16.0,28.7,25.00,2.252,56.9
16.5,28.5,25.00,2.098,53.0
17.0,28.2,25.00,1.944,49.1
17.5,28.3,25.00,1.987,50.2
18.0,28.4,25.00,2.030,51.3
18.5,28.4,25.00,2.073,52.4
19.0,28.5,25.00,2.116,53.4
19.5,28.6,25.00,2.159,54.5
20.0,28.7,25.00,2.202,55.6
20.5,28.6,25.00,2.173,54.9
21.0,28.6,25.00,2.144,54.1
21.5,28.5,25.00,2.115,53.4
22.0,28.5,25.00,2.086,52.7
22.5,28.4,25.00,2.057,51.9
23.0,28.4,25.00,2.028,51.2
23.5,28.3,25.00,2.015,50.9
24.0,28.3,25.00,2.015,50.9

"空调: AC_S_055 (small), 额定功率: 3.27kW, 温度范围: [20.6, 25.2]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.72,0.000,0.0
1.0,27.5,23.93,0.000,0.0
1.5,27.5,24.13,0.000,0.0
2.0,27.5,24.32,0.000,0.0
2.5,27.5,24.49,0.000,0.0
3.0,27.4,24.65,0.000,0.0
3.5,27.4,24.80,0.000,0.0
4.0,27.4,24.95,0.000,0.0
4.5,27.4,25.08,0.000,0.0
5.0,27.4,25.20,0.054,1.7
5.5,27.6,25.20,1.167,35.7
6.0,27.9,25.20,1.301,39.8
6.5,28.2,25.20,1.435,43.9
7.0,28.5,25.20,1.568,48.0
7.5,28.8,25.20,1.702,52.1
8.0,29.1,25.20,1.836,56.1
8.5,29.4,25.20,1.984,60.7
9.0,29.7,25.20,2.133,65.2
9.5,30.0,25.20,2.281,69.8
10.0,30.3,25.20,2.430,74.3
10.5,30.6,25.20,2.578,78.8
11.0,30.9,25.20,2.726,83.4
11.5,30.7,25.20,2.634,80.6
12.0,30.5,25.20,2.543,77.8
12.5,30.3,25.20,2.451,74.9
13.0,30.1,25.20,2.359,72.1
13.5,30.0,25.20,2.267,69.3
14.0,29.8,25.20,2.175,66.5
14.5,29.5,25.20,2.053,62.8
15.0,29.2,25.20,1.931,59.1
15.5,29.0,25.20,1.810,55.3
16.0,28.7,25.20,1.688,51.6
16.5,28.5,25.20,1.566,47.9
17.0,28.2,25.20,1.444,44.2
17.5,28.3,25.20,1.478,45.2
18.0,28.4,25.20,1.512,46.2
18.5,28.4,25.20,1.546,47.3
19.0,28.5,25.20,1.580,48.3
19.5,28.6,25.20,1.614,49.4
20.0,28.7,25.20,1.648,50.4
20.5,28.6,25.20,1.625,49.7
21.0,28.6,25.20,1.602,49.0
21.5,28.5,25.20,1.579,48.3
22.0,28.5,25.20,1.556,47.6
22.5,28.4,25.20,1.533,46.9
23.0,28.4,25.20,1.510,46.2
23.5,28.3,25.20,1.500,45.9
24.0,28.3,25.20,1.500,45.9

"空调: AC_S_017 (small), 额定功率: 2.99kW, 温度范围: [21.0, 25.9]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.73,0.000,0.0
1.0,27.5,23.95,0.000,0.0
1.5,27.5,24.16,0.000,0.0
2.0,27.5,24.35,0.000,0.0
2.5,27.5,24.53,0.000,0.0
3.0,27.4,24.70,0.000,0.0
3.5,27.4,24.85,0.000,0.0
4.0,27.4,25.00,0.000,0.0
4.5,27.4,25.14,0.000,0.0
5.0,27.4,25.26,0.000,0.0
5.5,27.6,25.40,0.000,0.0
6.0,27.9,25.55,0.000,0.0
6.5,28.2,25.70,0.000,0.0
7.0,28.5,25.86,0.000,0.0
7.5,28.8,25.90,0.926,31.0
8.0,29.1,25.90,1.309,43.8
8.5,29.4,25.90,1.439,48.1
9.0,29.7,25.90,1.568,52.4
9.5,30.0,25.90,1.697,56.8
10.0,30.3,25.90,1.826,61.1
10.5,30.6,25.90,1.956,65.4
11.0,30.9,25.90,2.085,69.7
11.5,30.7,25.90,2.005,67.1
12.0,30.5,25.90,1.925,64.4
12.5,30.3,25.90,1.845,61.7
13.0,30.1,25.90,1.765,59.0
13.5,30.0,25.90,1.685,56.3
14.0,29.8,25.90,1.605,53.7
14.5,29.5,25.90,1.499,50.1
15.0,29.2,25.90,1.392,46.6
15.5,29.0,25.90,1.286,43.0
16.0,28.7,25.90,1.180,39.5
16.5,28.5,25.90,1.074,35.9
17.0,28.2,25.90,0.967,32.4
17.5,28.3,25.90,0.997,33.3
18.0,28.4,25.90,1.027,34.3
18.5,28.4,25.90,1.056,35.3
19.0,28.5,25.90,1.086,36.3
19.5,28.6,25.90,1.116,37.3
20.0,28.7,25.90,1.145,38.3
20.5,28.6,25.90,1.125,37.6
21.0,28.6,25.90,1.105,37.0
21.5,28.5,25.90,1.085,36.3
22.0,28.5,25.90,1.065,35.6
22.5,28.4,25.90,1.045,35.0
23.0,28.4,25.90,1.025,34.3
23.5,28.3,25.90,1.016,34.0
24.0,28.3,25.90,1.016,34.0

"空调: AC_M_002 (medium), 额定功率: 4.66kW, 温度范围: [20.7, 25.7]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.64,0.000,0.0
1.0,27.5,23.78,0.000,0.0
1.5,27.5,23.90,0.000,0.0
2.0,27.5,24.03,0.000,0.0
2.5,27.5,24.15,0.000,0.0
3.0,27.4,24.26,0.000,0.0
3.5,27.4,24.37,0.000,0.0
4.0,27.4,24.47,0.000,0.0
4.5,27.4,24.57,0.000,0.0
5.0,27.4,24.67,0.000,0.0
5.5,27.6,24.77,0.000,0.0
6.0,27.9,24.88,0.000,0.0
6.5,28.2,25.00,0.000,0.0
7.0,28.5,25.12,0.000,0.0
7.5,28.8,25.24,0.000,0.0
8.0,29.1,25.38,0.000,0.0
8.5,29.4,25.51,0.000,0.0
9.0,29.7,25.66,0.000,0.0
9.5,30.0,25.70,2.086,44.8
10.0,30.3,25.70,3.129,67.1
10.5,30.6,25.70,3.341,71.7
11.0,30.9,25.70,3.553,76.2
11.5,30.7,25.70,3.421,73.4
12.0,30.5,25.70,3.290,70.6
12.5,30.3,25.70,3.159,67.8
13.0,30.1,25.70,3.028,65.0
13.5,30.0,25.70,2.897,62.2
14.0,29.8,25.70,2.766,59.3
14.5,29.5,25.70,2.592,55.6
15.0,29.2,25.70,2.418,51.9
15.5,29.0,25.70,2.244,48.1
16.0,28.7,25.70,2.069,44.4
16.5,28.5,25.70,1.895,40.7
17.0,28.2,25.70,1.721,36.9
17.5,28.3,25.70,1.770,38.0
18.0,28.4,25.70,1.819,39.0
18.5,28.4,25.70,1.867,40.1
19.0,28.5,25.70,1.916,41.1
19.5,28.6,25.70,1.964,42.1
20.0,28.7,25.70,2.013,43.2
20.5,28.6,25.70,1.980,42.5
21.0,28.6,25.70,1.947,41.8
21.5,28.5,25.70,1.914,41.1
22.0,28.5,25.70,1.882,40.4
22.5,28.4,25.70,1.849,39.7
23.0,28.4,25.70,1.816,39.0
23.5,28.3,25.70,1.801,38.6
24.0,28.3,25.70,1.801,38.6

"空调: AC_S_060 (small), 额定功率: 3.30kW, 温度范围: [21.1, 25.5]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.72,0.000,0.0
1.0,27.5,23.93,0.000,0.0
1.5,27.5,24.12,0.000,0.0
2.0,27.5,24.30,0.000,0.0
2.5,27.5,24.47,0.000,0.0
3.0,27.4,24.63,0.000,0.0
3.5,27.4,24.78,0.000,0.0
4.0,27.4,24.92,0.000,0.0
4.5,27.4,25.05,0.000,0.0
5.0,27.4,25.18,0.000,0.0
5.5,27.6,25.31,0.000,0.0
6.0,27.9,25.45,0.000,0.0
6.5,28.2,25.50,0.860,26.0
7.0,28.5,25.50,1.386,42.0
7.5,28.8,25.50,1.516,45.9
8.0,29.1,25.50,1.646,49.9
8.5,29.4,25.50,1.790,54.3
9.0,29.7,25.50,1.935,58.6
9.5,30.0,25.50,2.079,63.0
10.0,30.3,25.50,2.223,67.4
10.5,30.6,25.50,2.367,71.7
11.0,30.9,25.50,2.512,76.1
11.5,30.7,25.50,2.422,73.4
12.0,30.5,25.50,2.333,70.7
12.5,30.3,25.50,2.244,68.0
13.0,30.1,25.50,2.154,65.3
13.5,30.0,25.50,2.065,62.6
14.0,29.8,25.50,1.976,59.9
14.5,29.5,25.50,1.857,56.3
15.0,29.2,25.50,1.739,52.7
15.5,29.0,25.50,1.620,49.1
16.0,28.7,25.50,1.502,45.5
16.5,28.5,25.50,1.383,41.9
17.0,28.2,25.50,1.265,38.3
17.5,28.3,25.50,1.298,39.3
18.0,28.4,25.50,1.331,40.3
18.5,28.4,25.50,1.364,41.3
19.0,28.5,25.50,1.397,42.3
19.5,28.6,25.50,1.430,43.3
20.0,28.7,25.50,1.463,44.3
20.5,28.6,25.50,1.441,43.7
21.0,28.6,25.50,1.419,43.0
21.5,28.5,25.50,1.396,42.3
22.0,28.5,25.50,1.374,41.6
22.5,28.4,25.50,1.352,41.0
23.0,28.4,25.50,1.329,40.3
23.5,28.3,25.50,1.319,40.0
24.0,28.3,25.50,1.319,40.0

"空调: AC_M_022 (medium), 额定功率: 4.29kW, 温度范围: [21.0, 24.3]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.69,0.000,0.0
1.0,27.5,23.86,0.000,0.0
1.5,27.5,24.03,0.000,0.0
2.0,27.5,24.18,0.000,0.0
2.5,27.5,24.17,2.996,69.8
3.0,27.4,24.09,4.290,100.0
3.5,27.4,24.01,4.290,100.0
4.0,27.4,23.93,4.290,100.0
4.5,27.4,23.86,4.290,100.0
5.0,27.4,23.79,4.290,100.0
5.5,27.6,23.73,4.290,100.0
6.0,27.9,23.69,4.290,100.0
6.5,28.2,23.67,4.290,100.0
7.0,28.5,23.66,4.290,100.0
7.5,28.8,23.66,4.290,100.0
8.0,29.1,23.67,4.290,100.0
8.5,29.4,23.70,4.290,100.0
9.0,29.7,23.74,4.290,100.0
9.5,30.0,23.79,4.290,100.0
10.0,30.3,23.86,4.290,100.0
10.5,30.6,23.93,4.290,100.0
11.0,30.9,24.02,4.290,100.0
11.5,30.7,24.09,4.290,100.0
12.0,30.5,24.16,4.290,100.0
12.5,30.3,24.21,4.290,100.0
13.0,30.1,24.25,4.290,100.0
13.5,30.0,24.28,4.290,100.0
14.0,29.8,24.29,4.290,100.0
14.5,29.5,24.30,4.290,100.0
15.0,29.2,24.30,4.183,97.5
15.5,29.0,24.30,3.967,92.5
16.0,28.7,24.30,3.751,87.4
16.5,28.5,24.30,3.535,82.4
17.0,28.2,24.30,3.319,77.4
17.5,28.3,24.30,3.380,78.8
18.0,28.4,24.30,3.440,80.2
18.5,28.4,24.30,3.500,81.6
19.0,28.5,24.30,3.560,83.0
19.5,28.6,24.30,3.621,84.4
20.0,28.7,24.30,3.681,85.8
20.5,28.6,24.30,3.640,84.9
21.0,28.6,24.30,3.600,83.9
21.5,28.5,24.30,3.559,83.0
22.0,28.5,24.30,3.518,82.0
22.5,28.4,24.30,3.478,81.1
23.0,28.4,24.30,3.437,80.1
23.5,28.3,24.30,3.418,79.7
24.0,28.3,24.30,3.418,79.7

"空调: AC_M_001 (medium), 额定功率: 3.90kW, 温度范围: [20.5, 25.7]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.76,0.000,0.0
1.0,27.5,23.99,0.000,0.0
1.5,27.5,24.21,0.000,0.0
2.0,27.5,24.42,0.000,0.0
2.5,27.5,24.61,0.000,0.0
3.0,27.4,24.79,0.000,0.0
3.5,27.4,24.95,0.000,0.0
4.0,27.4,25.11,0.000,0.0
4.5,27.4,25.25,0.000,0.0
5.0,27.4,25.38,0.000,0.0
5.5,27.6,25.52,0.000,0.0
6.0,27.9,25.68,0.000,0.0
6.5,28.2,25.70,1.722,44.2
7.0,28.5,25.70,2.236,57.3
7.5,28.8,25.70,2.461,63.1
8.0,29.1,25.70,2.686,68.9
8.5,29.4,25.70,2.936,75.3
9.0,29.7,25.70,3.185,81.7
9.5,30.0,25.68,3.752,96.2
10.0,30.3,25.66,3.900,100.0
10.5,30.6,25.66,3.900,100.0
11.0,30.9,25.69,3.900,100.0
11.5,30.7,25.70,3.900,100.0
12.0,30.5,25.70,3.874,99.3
12.5,30.3,25.70,3.720,95.4
13.0,30.1,25.70,3.565,91.4
13.5,30.0,25.70,3.411,87.5
14.0,29.8,25.70,3.256,83.5
14.5,29.5,25.70,3.051,78.2
15.0,29.2,25.70,2.846,73.0
15.5,29.0,25.70,2.642,67.7
16.0,28.7,25.70,2.437,62.5
16.5,28.5,25.70,2.232,57.2
17.0,28.2,25.70,2.027,52.0
17.5,28.3,25.70,2.084,53.4
18.0,28.4,25.70,2.141,54.9
18.5,28.4,25.70,2.198,56.4
19.0,28.5,25.70,2.256,57.8
19.5,28.6,25.70,2.313,59.3
20.0,28.7,25.70,2.370,60.8
20.5,28.6,25.70,2.331,59.8
21.0,28.6,25.70,2.293,58.8
21.5,28.5,25.70,2.254,57.8
22.0,28.5,25.70,2.215,56.8
22.5,28.4,25.70,2.177,55.8
23.0,28.4,25.70,2.138,54.8
23.5,28.3,25.70,2.120,54.4
24.0,28.3,25.70,2.120,54.4

"空调: AC_S_016 (small), 额定功率: 3.30kW, 温度范围: [21.7, 25.0]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.81,0.000,0.0
1.0,27.5,24.10,0.000,0.0
1.5,27.5,24.36,0.000,0.0
2.0,27.5,24.60,0.000,0.0
2.5,27.5,24.82,0.000,0.0
3.0,27.4,25.00,0.142,4.3
3.5,27.4,25.00,1.315,39.8
4.0,27.4,25.00,1.305,39.6
4.5,27.4,25.00,1.296,39.3
5.0,27.4,25.00,1.286,39.0
5.5,27.6,25.00,1.439,43.6
6.0,27.9,25.00,1.591,48.2
6.5,28.2,25.00,1.744,52.8
7.0,28.5,25.00,1.896,57.5
7.5,28.8,25.00,2.049,62.1
8.0,29.1,25.00,2.201,66.7
8.5,29.4,25.00,2.370,71.8
9.0,29.7,25.00,2.539,76.9
9.5,30.0,25.00,2.708,82.1
10.0,30.3,25.00,2.877,87.2
10.5,30.6,25.00,3.046,92.3
11.0,30.9,25.00,3.215,97.4
11.5,30.7,25.00,3.111,94.3
12.0,30.5,25.00,3.006,91.1
12.5,30.3,25.00,2.901,87.9
13.0,30.1,25.00,2.797,84.8
13.5,30.0,25.00,2.692,81.6
14.0,29.8,25.00,2.587,78.4
14.5,29.5,25.00,2.449,74.2
15.0,29.2,25.00,2.310,70.0
15.5,29.0,25.00,2.171,65.8
16.0,28.7,25.00,2.032,61.6
16.5,28.5,25.00,1.893,57.4
17.0,28.2,25.00,1.754,53.2
17.5,28.3,25.00,1.793,54.3
18.0,28.4,25.00,1.832,55.5
18.5,28.4,25.00,1.870,56.7
19.0,28.5,25.00,1.909,57.9
19.5,28.6,25.00,1.948,59.0
20.0,28.7,25.00,1.987,60.2
20.5,28.6,25.00,1.960,59.4
21.0,28.6,25.00,1.934,58.6
21.5,28.5,25.00,1.908,57.8
22.0,28.5,25.00,1.882,57.0
22.5,28.4,25.00,1.856,56.2
23.0,28.4,25.00,1.830,55.4
23.5,28.3,25.00,1.818,55.1
24.0,28.3,25.00,1.818,55.1

"空调: AC_S_043 (small), 额定功率: 3.46kW, 温度范围: [21.8, 25.3]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.74,0.000,0.0
1.0,27.5,23.97,0.000,0.0
1.5,27.5,24.18,0.000,0.0
2.0,27.5,24.37,0.000,0.0
2.5,27.5,24.55,0.000,0.0
3.0,27.4,24.72,0.000,0.0
3.5,27.4,24.88,0.000,0.0
4.0,27.4,25.03,0.000,0.0
4.5,27.4,25.17,0.000,0.0
5.0,27.4,25.30,0.017,0.5
5.5,27.6,25.30,0.967,28.0
6.0,27.9,25.30,1.083,31.3
6.5,28.2,25.30,1.198,34.6
7.0,28.5,25.30,1.314,38.0
7.5,28.8,25.30,1.430,41.3
8.0,29.1,25.30,1.545,44.7
8.5,29.4,25.30,1.674,48.4
9.0,29.7,25.30,1.802,52.1
9.5,30.0,25.30,1.930,55.8
10.0,30.3,25.30,2.058,59.5
10.5,30.6,25.30,2.186,63.2
11.0,30.9,25.30,2.315,66.9
11.5,30.7,25.30,2.235,64.6
12.0,30.5,25.30,2.156,62.3
12.5,30.3,25.30,2.076,60.0
13.0,30.1,25.30,1.997,57.7
13.5,30.0,25.30,1.918,55.4
14.0,29.8,25.30,1.838,53.1
14.5,29.5,25.30,1.733,50.1
15.0,29.2,25.30,1.628,47.0
15.5,29.0,25.30,1.522,44.0
16.0,28.7,25.30,1.417,41.0
16.5,28.5,25.30,1.312,37.9
17.0,28.2,25.30,1.206,34.9
17.5,28.3,25.30,1.236,35.7
18.0,28.4,25.30,1.265,36.6
18.5,28.4,25.30,1.295,37.4
19.0,28.5,25.30,1.324,38.3
19.5,28.6,25.30,1.353,39.1
20.0,28.7,25.30,1.383,40.0
20.5,28.6,25.30,1.363,39.4
21.0,28.6,25.30,1.343,38.8
21.5,28.5,25.30,1.323,38.2
22.0,28.5,25.30,1.303,37.7
22.5,28.4,25.30,1.284,37.1
23.0,28.4,25.30,1.264,36.5
23.5,28.3,25.30,1.255,36.3
24.0,28.3,25.30,1.255,36.3

"空调: AC_M_018 (medium), 额定功率: 3.91kW, 温度范围: [20.6, 24.8]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.71,0.000,0.0
1.0,27.5,23.91,0.000,0.0
1.5,27.5,24.10,0.000,0.0
2.0,27.5,24.28,0.000,0.0
2.5,27.5,24.44,0.000,0.0
3.0,27.4,24.60,0.000,0.0
3.5,27.4,24.75,0.000,0.0
4.0,27.4,24.80,1.248,31.9
4.5,27.4,24.80,1.985,50.8
5.0,27.4,24.80,1.972,50.4
5.5,27.6,24.80,2.187,55.9
6.0,27.9,24.73,3.399,86.9
6.5,28.2,24.65,3.910,100.0
7.0,28.5,24.58,3.910,100.0
7.5,28.8,24.54,3.910,100.0
8.0,29.1,24.51,3.910,100.0
8.5,29.4,24.49,3.910,100.0
9.0,29.7,24.50,3.910,100.0
9.5,30.0,24.52,3.910,100.0
10.0,30.3,24.55,3.910,100.0
10.5,30.6,24.60,3.910,100.0
11.0,30.9,24.67,3.910,100.0
11.5,30.7,24.72,3.910,100.0
12.0,30.5,24.76,3.910,100.0
12.5,30.3,24.78,3.910,100.0
13.0,30.1,24.80,3.910,100.0
13.5,30.0,24.80,3.910,100.0
14.0,29.8,24.80,3.811,97.5
14.5,29.5,24.80,3.615,92.4
15.0,29.2,24.80,3.418,87.4
15.5,29.0,24.80,3.222,82.4
16.0,28.7,24.80,3.026,77.4
16.5,28.5,24.80,2.829,72.4
17.0,28.2,24.80,2.633,67.3
17.5,28.3,24.80,2.688,68.7
18.0,28.4,24.80,2.743,70.1
18.5,28.4,24.80,2.797,71.5
19.0,28.5,24.80,2.852,72.9
19.5,28.6,24.80,2.907,74.3
20.0,28.7,24.80,2.962,75.7
20.5,28.6,24.80,2.925,74.8
21.0,28.6,24.80,2.888,73.9
21.5,28.5,24.80,2.851,72.9
22.0,28.5,24.80,2.814,72.0
22.5,28.4,24.80,2.777,71.0
23.0,28.4,24.80,2.740,70.1
23.5,28.3,24.80,2.723,69.6
24.0,28.3,24.80,2.723,69.6

"空调: AC_L_004 (large), 额定功率: 16.29kW, 温度范围: [21.4, 25.1]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.55,0.000,0.0
1.0,27.5,23.59,0.000,0.0
1.5,27.5,23.63,0.000,0.0
2.0,27.5,23.68,0.000,0.0
2.5,27.5,23.72,0.000,0.0
3.0,27.4,23.76,0.000,0.0
3.5,27.4,23.80,0.000,0.0
4.0,27.4,23.84,0.000,0.0
4.5,27.4,23.88,0.000,0.0
5.0,27.4,23.92,0.000,0.0
5.5,27.6,23.96,0.000,0.0
6.0,27.9,24.00,0.000,0.0
6.5,28.2,24.05,0.000,0.0
7.0,28.5,24.10,0.000,0.0
7.5,28.8,24.15,0.000,0.0
8.0,29.1,24.20,0.000,0.0
8.5,29.4,24.26,0.000,0.0
9.0,29.7,24.32,0.000,0.0
9.5,30.0,24.38,0.000,0.0
10.0,30.3,24.45,0.000,0.0
10.5,30.6,24.52,0.000,0.0
11.0,30.9,24.59,0.000,0.0
11.5,30.7,24.66,0.000,0.0
12.0,30.5,24.72,0.000,0.0
12.5,30.3,24.79,0.000,0.0
13.0,30.1,24.84,0.000,0.0
13.5,30.0,24.90,0.000,0.0
14.0,29.8,24.96,0.000,0.0
14.5,29.5,25.01,0.000,0.0
15.0,29.2,25.05,0.000,0.0
15.5,29.0,25.10,0.000,0.0
16.0,28.7,25.10,0.938,5.8
16.5,28.5,25.10,0.950,5.8
17.0,28.2,25.10,0.878,5.4
17.5,28.3,25.10,0.898,5.5
18.0,28.4,25.10,0.918,5.6
18.5,28.4,25.10,0.938,5.8
19.0,28.5,25.10,0.958,5.9
19.5,28.6,25.10,0.978,6.0
20.0,28.7,25.10,0.998,6.1
20.5,28.6,25.10,0.985,6.0
21.0,28.6,25.10,0.971,6.0
21.5,28.5,25.10,0.958,5.9
22.0,28.5,25.10,0.944,5.8
22.5,28.4,25.10,0.930,5.7
23.0,28.4,25.10,0.917,5.6
23.5,28.3,25.10,0.911,5.6
24.0,28.3,25.10,0.911,5.6

"空调: AC_S_015 (small), 额定功率: 3.28kW, 温度范围: [21.0, 25.0]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.73,0.000,0.0
1.0,27.5,23.95,0.000,0.0
1.5,27.5,24.15,0.000,0.0
2.0,27.5,24.34,0.000,0.0
2.5,27.5,24.52,0.000,0.0
3.0,27.4,24.68,0.000,0.0
3.5,27.4,24.84,0.000,0.0
4.0,27.4,24.98,0.000,0.0
4.5,27.4,25.00,0.900,27.4
5.0,27.4,25.00,1.008,30.7
5.5,27.6,25.00,1.128,34.4
6.0,27.9,25.00,1.247,38.0
6.5,28.2,25.00,1.367,41.7
7.0,28.5,25.00,1.486,45.3
7.5,28.8,25.00,1.606,49.0
8.0,29.1,25.00,1.725,52.6
8.5,29.4,25.00,1.858,56.6
9.0,29.7,25.00,1.990,60.7
9.5,30.0,25.00,2.123,64.7
10.0,30.3,25.00,2.255,68.8
10.5,30.6,25.00,2.388,72.8
11.0,30.9,25.00,2.520,76.8
11.5,30.7,25.00,2.438,74.3
12.0,30.5,25.00,2.356,71.8
12.5,30.3,25.00,2.274,69.3
13.0,30.1,25.00,2.192,66.8
13.5,30.0,25.00,2.110,64.3
14.0,29.8,25.00,2.028,61.8
14.5,29.5,25.00,1.919,58.5
15.0,29.2,25.00,1.810,55.2
15.5,29.0,25.00,1.702,51.9
16.0,28.7,25.00,1.593,48.6
16.5,28.5,25.00,1.484,45.2
17.0,28.2,25.00,1.375,41.9
17.5,28.3,25.00,1.405,42.8
18.0,28.4,25.00,1.436,43.8
18.5,28.4,25.00,1.466,44.7
19.0,28.5,25.00,1.496,45.6
19.5,28.6,25.00,1.527,46.5
20.0,28.7,25.00,1.557,47.5
20.5,28.6,25.00,1.537,46.8
21.0,28.6,25.00,1.516,46.2
21.5,28.5,25.00,1.496,45.6
22.0,28.5,25.00,1.475,45.0
22.5,28.4,25.00,1.455,44.3
23.0,28.4,25.00,1.434,43.7
23.5,28.3,25.00,1.425,43.4
24.0,28.3,25.00,1.425,43.4

"空调: AC_S_005 (small), 额定功率: 3.10kW, 温度范围: [21.4, 25.1]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.73,0.000,0.0
1.0,27.5,23.95,0.000,0.0
1.5,27.5,24.16,0.000,0.0
2.0,27.5,24.35,0.000,0.0
2.5,27.5,24.52,0.000,0.0
3.0,27.4,24.69,0.000,0.0
3.5,27.4,24.85,0.000,0.0
4.0,27.4,24.99,0.000,0.0
4.5,27.4,25.10,0.253,8.2
5.0,27.4,25.10,1.061,34.2
5.5,27.6,25.10,1.192,38.5
6.0,27.9,25.10,1.323,42.7
6.5,28.2,25.10,1.455,46.9
7.0,28.5,25.10,1.586,51.2
7.5,28.8,25.10,1.717,55.4
8.0,29.1,25.10,1.849,59.6
8.5,29.4,25.10,1.994,64.3
9.0,29.7,25.10,2.140,69.0
9.5,30.0,25.10,2.286,73.7
10.0,30.3,25.10,2.431,78.4
10.5,30.6,25.10,2.577,83.1
11.0,30.9,25.10,2.722,87.8
11.5,30.7,25.10,2.632,84.9
12.0,30.5,25.10,2.542,82.0
12.5,30.3,25.10,2.452,79.1
13.0,30.1,25.10,2.362,76.2
13.5,30.0,25.10,2.272,73.3
14.0,29.8,25.10,2.182,70.4
14.5,29.5,25.10,2.062,66.5
15.0,29.2,25.10,1.942,62.7
15.5,29.0,25.10,1.823,58.8
16.0,28.7,25.10,1.703,54.9
16.5,28.5,25.10,1.584,51.1
17.0,28.2,25.10,1.464,47.2
17.5,28.3,25.10,1.497,48.3
18.0,28.4,25.10,1.531,49.4
18.5,28.4,25.10,1.564,50.5
19.0,28.5,25.10,1.597,51.5
19.5,28.6,25.10,1.631,52.6
20.0,28.7,25.10,1.664,53.7
