100个空调完整时间序列数据

"空调: AC_S_050 (small), 额定功率: 3.21kW, 温度范围: [20.3, 25.8]°C, 状态: success"
13.5,30.0,24.40,2.442,73.8
14.0,29.8,24.40,2.357,71.2
14.5,29.5,24.40,2.245,67.8
15.0,29.2,24.40,2.132,64.4
15.5,29.0,24.40,2.020,61.0
16.0,28.7,24.40,1.908,57.6
16.5,28.5,24.40,1.795,54.2
17.0,28.2,24.40,1.683,50.8
17.5,28.3,24.40,1.714,51.8
18.0,28.4,24.40,1.746,52.7
18.5,28.4,24.40,1.777,53.7
19.0,28.5,24.40,1.808,54.6
19.5,28.6,24.40,1.840,55.6
20.0,28.7,24.40,1.871,56.5
20.5,28.6,24.40,1.850,55.9
21.0,28.6,24.40,1.829,55.2
21.5,28.5,24.40,1.807,54.6
22.0,28.5,24.40,1.786,54.0
22.5,28.4,24.40,1.765,53.3
23.0,28.4,24.40,1.744,52.7
23.5,28.3,24.40,1.734,52.4
24.0,28.3,24.40,1.734,52.4

"空调: AC_S_003 (small), 额定功率: 3.39kW, 温度范围: [21.8, 25.2]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.75,0.000,0.0
1.0,27.5,23.98,0.000,0.0
1.5,27.5,24.20,0.000,0.0
2.0,27.5,24.40,0.000,0.0
2.5,27.5,24.58,0.000,0.0
3.0,27.4,24.76,0.000,0.0
3.5,27.4,24.92,0.000,0.0
4.0,27.4,25.07,0.000,0.0
4.5,27.4,25.20,0.093,2.7
5.0,27.4,25.20,0.900,26.6
5.5,27.6,25.20,1.017,30.0
6.0,27.9,25.20,1.133,33.4
6.5,28.2,25.20,1.250,36.9
7.0,28.5,25.20,1.366,40.3
7.5,28.8,25.20,1.483,43.7
8.0,29.1,25.20,1.599,47.2
8.5,29.4,25.20,1.729,51.0
9.0,29.7,25.20,1.858,54.8
9.5,30.0,25.20,1.987,58.6
10.0,30.3,25.20,2.116,62.4
10.5,30.6,25.20,2.246,66.2
11.0,30.9,25.20,2.375,70.1
11.5,30.7,25.20,2.295,67.7
12.0,30.5,25.20,2.215,65.3
12.5,30.3,25.20,2.135,63.0
13.0,30.1,25.20,2.055,60.6
13.5,30.0,25.20,1.975,58.3
14.0,29.8,25.20,1.895,55.9
14.5,29.5,25.20,1.789,52.8
15.0,29.2,25.20,1.682,49.6
15.5,29.0,25.20,1.576,46.5
16.0,28.7,25.20,1.470,43.4
16.5,28.5,25.20,1.364,40.2
17.0,28.2,25.20,1.258,37.1
17.5,28.3,25.20,1.287,38.0
18.0,28.4,25.20,1.317,38.8
18.5,28.4,25.20,1.347,39.7
19.0,28.5,25.20,1.376,40.6
19.5,28.6,25.20,1.406,41.5
20.0,28.7,25.20,1.435,42.3
20.5,28.6,25.20,1.415,41.8
21.0,28.6,25.20,1.395,41.2
21.5,28.5,25.20,1.375,40.6
22.0,28.5,25.20,1.355,40.0
22.5,28.4,25.20,1.335,39.4
23.0,28.4,25.20,1.315,38.8
23.5,28.3,25.20,1.306,38.5
24.0,28.3,25.20,1.306,38.5

"空调: AC_S_012 (small), 额定功率: 2.73kW, 温度范围: [20.8, 25.6]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.78,0.000,0.0
1.0,27.5,24.05,0.000,0.0
1.5,27.5,24.29,0.000,0.0
2.0,27.5,24.51,0.000,0.0
2.5,27.5,24.72,0.000,0.0
3.0,27.4,24.91,0.000,0.0
3.5,27.4,25.08,0.000,0.0
4.0,27.4,25.24,0.000,0.0
4.5,27.4,25.39,0.000,0.0
5.0,27.4,25.53,0.000,0.0
5.5,27.6,25.60,0.561,20.5
6.0,27.9,25.60,1.162,42.6
6.5,28.2,25.60,1.302,47.7
7.0,28.5,25.60,1.442,52.8
7.5,28.8,25.60,1.583,58.0
8.0,29.1,25.60,1.723,63.1
8.5,29.4,25.60,1.878,68.8
9.0,29.7,25.60,2.033,74.5
9.5,30.0,25.60,2.189,80.2
10.0,30.3,25.60,2.344,85.9
10.5,30.6,25.60,2.499,91.6
11.0,30.9,25.60,2.655,97.2
11.5,30.7,25.60,2.559,93.7
12.0,30.5,25.60,2.462,90.2
12.5,30.3,25.60,2.366,86.7
13.0,30.1,25.60,2.270,83.2
13.5,30.0,25.60,2.174,79.6
14.0,29.8,25.60,2.078,76.1
14.5,29.5,25.60,1.950,71.4
15.0,29.2,25.60,1.823,66.8
15.5,29.0,25.60,1.695,62.1
16.0,28.7,25.60,1.567,57.4
16.5,28.5,25.60,1.440,52.7
17.0,28.2,25.60,1.312,48.1
17.5,28.3,25.60,1.348,49.4
18.0,28.4,25.60,1.383,50.7
18.5,28.4,25.60,1.419,52.0
19.0,28.5,25.60,1.454,53.3
19.5,28.6,25.60,1.490,54.6
20.0,28.7,25.60,1.526,55.9
20.5,28.6,25.60,1.502,55.0
21.0,28.6,25.60,1.478,54.1
21.5,28.5,25.60,1.454,53.2
22.0,28.5,25.60,1.430,52.4
22.5,28.4,25.60,1.405,51.5
23.0,28.4,25.60,1.381,50.6
23.5,28.3,25.60,1.370,50.2
24.0,28.3,25.60,1.370,50.2

"空调: AC_L_009 (large), 额定功率: 14.91kW, 温度范围: [20.8, 25.6]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.53,0.000,0.0
1.0,27.5,23.56,0.000,0.0
1.5,27.5,23.60,0.000,0.0
2.0,27.5,23.63,0.000,0.0
2.5,27.5,23.66,0.000,0.0
3.0,27.4,23.69,0.000,0.0
3.5,27.4,23.72,0.000,0.0
4.0,27.4,23.75,0.000,0.0
4.5,27.4,23.78,0.000,0.0
5.0,27.4,23.80,0.000,0.0
5.5,27.6,23.84,0.000,0.0
6.0,27.9,23.87,0.000,0.0
6.5,28.2,23.90,0.000,0.0
7.0,28.5,23.94,0.000,0.0
7.5,28.8,23.98,0.000,0.0
8.0,29.1,24.02,0.000,0.0
8.5,29.4,24.06,0.000,0.0
9.0,29.7,24.11,0.000,0.0
9.5,30.0,24.15,0.000,0.0
10.0,30.3,24.20,0.000,0.0
10.5,30.6,24.25,0.000,0.0
11.0,30.9,24.31,0.000,0.0
11.5,30.7,24.36,0.000,0.0
12.0,30.5,24.41,0.000,0.0
12.5,30.3,24.45,0.000,0.0
13.0,30.1,24.50,0.000,0.0
13.5,30.0,24.54,0.000,0.0
14.0,29.8,24.58,0.000,0.0
14.5,29.5,24.62,0.000,0.0
15.0,29.2,24.66,0.000,0.0
15.5,29.0,24.70,0.000,0.0
16.0,28.7,24.73,0.000,0.0
16.5,28.5,24.76,0.000,0.0
17.0,28.2,24.79,0.000,0.0
17.5,28.3,24.81,0.000,0.0
18.0,28.4,24.84,0.000,0.0
18.5,28.4,24.87,0.000,0.0
19.0,28.5,24.90,0.000,0.0
19.5,28.6,24.93,0.000,0.0
20.0,28.7,24.96,0.000,0.0
20.5,28.6,24.99,0.000,0.0
21.0,28.6,25.02,0.000,0.0
21.5,28.5,25.04,0.000,0.0
22.0,28.5,25.07,0.000,0.0
22.5,28.4,25.10,0.000,0.0
23.0,28.4,25.12,0.000,0.0
23.5,28.3,25.15,0.000,0.0
24.0,28.3,25.18,0.000,0.0

"空调: AC_M_017 (medium), 额定功率: 3.82kW, 温度范围: [21.6, 24.2]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.71,0.000,0.0
1.0,27.5,23.92,0.000,0.0
1.5,27.5,24.10,0.000,0.0
2.0,27.5,24.20,1.011,26.5
2.5,27.5,24.20,2.126,55.7
3.0,27.4,24.20,2.115,55.4
3.5,27.4,24.20,2.103,55.1
4.0,27.4,24.20,2.092,54.8
4.5,27.4,24.20,2.080,54.5
5.0,27.4,24.20,2.069,54.2
5.5,27.6,24.20,2.252,58.9
6.0,27.9,24.20,2.435,63.7
6.5,28.2,24.20,2.618,68.5
7.0,28.5,24.13,3.662,95.9
7.5,28.8,24.07,3.820,100.0
8.0,29.1,24.02,3.820,100.0
8.5,29.4,23.99,3.820,100.0
9.0,29.7,23.99,3.820,100.0
9.5,30.0,23.99,3.820,100.0
10.0,30.3,24.02,3.820,100.0
10.5,30.6,24.06,3.820,100.0
11.0,30.9,24.11,3.820,100.0
11.5,30.7,24.15,3.820,100.0
12.0,30.5,24.18,3.820,100.0
12.5,30.3,24.19,3.820,100.0
13.0,30.1,24.20,3.820,100.0
13.5,30.0,24.20,3.758,98.4
14.0,29.8,24.20,3.633,95.1
14.5,29.5,24.20,3.466,90.7
15.0,29.2,24.20,3.299,86.4
15.5,29.0,24.20,3.132,82.0
16.0,28.7,24.20,2.965,77.6
16.5,28.5,24.20,2.798,73.2
17.0,28.2,24.20,2.631,68.9
17.5,28.3,24.20,2.678,70.1
18.0,28.4,24.20,2.724,71.3
18.5,28.4,24.20,2.771,72.5
19.0,28.5,24.20,2.817,73.8
19.5,28.6,24.20,2.864,75.0
20.0,28.7,24.20,2.910,76.2
20.5,28.6,24.20,2.879,75.4
21.0,28.6,24.20,2.848,74.5
21.5,28.5,24.20,2.816,73.7
22.0,28.5,24.20,2.785,72.9
22.5,28.4,24.20,2.753,72.1
23.0,28.4,24.20,2.722,71.3
23.5,28.3,24.20,2.707,70.9
24.0,28.3,24.20,2.707,70.9

"空调: AC_S_004 (small), 额定功率: 3.02kW, 温度范围: [21.8, 24.7]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.72,0.000,0.0
1.0,27.5,23.93,0.000,0.0
1.5,27.5,24.12,0.000,0.0
2.0,27.5,24.30,0.000,0.0
2.5,27.5,24.47,0.000,0.0
3.0,27.4,24.63,0.000,0.0
3.5,27.4,24.70,0.730,24.2
4.0,27.4,24.70,1.253,41.5
4.5,27.4,24.70,1.245,41.2
5.0,27.4,24.70,1.237,41.0
5.5,27.6,24.70,1.367,45.3
6.0,27.9,24.70,1.497,49.6
6.5,28.2,24.70,1.627,53.9
7.0,28.5,24.70,1.757,58.2
7.5,28.8,24.70,1.887,62.5
8.0,29.1,24.70,2.017,66.8
8.5,29.4,24.70,2.162,71.6
9.0,29.7,24.70,2.306,76.4
9.5,30.0,24.70,2.450,81.1
10.0,30.3,24.70,2.595,85.9
10.5,30.6,24.70,2.739,90.7
11.0,30.9,24.70,2.883,95.5
11.5,30.7,24.70,2.794,92.5
12.0,30.5,24.70,2.705,89.6
12.5,30.3,24.70,2.615,86.6
13.0,30.1,24.70,2.526,83.6
13.5,30.0,24.70,2.437,80.7
14.0,29.8,24.70,2.347,77.7
14.5,29.5,24.70,2.229,73.8
15.0,29.2,24.70,2.110,69.9
15.5,29.0,24.70,1.992,65.9
16.0,28.7,24.70,1.873,62.0
16.5,28.5,24.70,1.755,58.1
17.0,28.2,24.70,1.636,54.2
17.5,28.3,24.70,1.669,55.3
18.0,28.4,24.70,1.702,56.4
18.5,28.4,24.70,1.735,57.5
19.0,28.5,24.70,1.768,58.6
19.5,28.6,24.70,1.801,59.7
20.0,28.7,24.70,1.835,60.7
20.5,28.6,24.70,1.812,60.0
21.0,28.6,24.70,1.790,59.3
21.5,28.5,24.70,1.768,58.5
22.0,28.5,24.70,1.745,57.8
22.5,28.4,24.70,1.723,57.0
23.0,28.4,24.70,1.701,56.3
23.5,28.3,24.70,1.690,56.0
24.0,28.3,24.70,1.690,56.0

"空调: AC_S_057 (small), 额定功率: 3.06kW, 温度范围: [20.7, 24.9]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.74,0.000,0.0
1.0,27.5,23.96,0.000,0.0
1.5,27.5,24.16,0.000,0.0
2.0,27.5,24.36,0.000,0.0
2.5,27.5,24.54,0.000,0.0
3.0,27.4,24.70,0.000,0.0
3.5,27.4,24.86,0.000,0.0
4.0,27.4,24.90,0.905,29.6
4.5,27.4,24.90,1.185,38.7
5.0,27.4,24.90,1.177,38.5
5.5,27.6,24.90,1.311,42.8
6.0,27.9,24.90,1.445,47.2
6.5,28.2,24.90,1.578,51.6
7.0,28.5,24.90,1.712,56.0
7.5,28.8,24.90,1.846,60.3
8.0,29.1,24.90,1.980,64.7
8.5,29.4,24.90,2.128,69.6
9.0,29.7,24.90,2.277,74.4
9.5,30.0,24.90,2.425,79.3
10.0,30.3,24.90,2.574,84.1
10.5,30.6,24.90,2.722,89.0
11.0,30.9,24.90,2.871,93.8
11.5,30.7,24.90,2.779,90.8
12.0,30.5,24.90,2.687,87.8
12.5,30.3,24.90,2.595,84.8
13.0,30.1,24.90,2.503,81.8
13.5,30.0,24.90,2.411,78.8
14.0,29.8,24.90,2.319,75.8
14.5,29.5,24.90,2.197,71.8
15.0,29.2,24.90,2.075,67.8
15.5,29.0,24.90,1.953,63.8
16.0,28.7,24.90,1.832,59.9
16.5,28.5,24.90,1.710,55.9
17.0,28.2,24.90,1.588,51.9
17.5,28.3,24.90,1.622,53.0
18.0,28.4,24.90,1.656,54.1
18.5,28.4,24.90,1.690,55.2
19.0,28.5,24.90,1.724,56.3
19.5,28.6,24.90,1.758,57.4
20.0,28.7,24.90,1.792,58.6
20.5,28.6,24.90,1.769,57.8
21.0,28.6,24.90,1.746,57.1
21.5,28.5,24.90,1.723,56.3
22.0,28.5,24.90,1.700,55.6
22.5,28.4,24.90,1.677,54.8
23.0,28.4,24.90,1.654,54.0
23.5,28.3,24.90,1.643,53.7
24.0,28.3,24.90,1.643,53.7

"空调: AC_S_011 (small), 额定功率: 2.98kW, 温度范围: [20.4, 25.8]°C, 状态: success"
时间(h),室外温度(°C),室内温度(°C),空调功率(kW),功率占比(%)
0.5,27.6,23.81,0.000,0.0
1.0,27.5,24.08,0.000,0.0
1.5,27.5,24.34,0.000,0.0
2.0,27.5,24.58,0.000,0.0
2.5,27.5,24.79,0.000,0.0
3.0,27.4,24.99,0.000,0.0
3.5,27.4,25.17,0.000,0.0
4.0,27.4,25.34,0.000,0.0
4.5,27.4,25.49,0.000,0.0
5.0,27.4,25.63,0.000,0.0
5.5,27.6,25.78,0.000,0.0
6.0,27.9,25.80,0.990,33.2
6.5,28.2,25.80,1.251,42.0
7.0,28.5,25.80,1.396,46.9
7.5,28.8,25.80,1.542,51.7
8.0,29.1,25.80,1.688,56.6
8.5,29.4,25.80,1.849,62.0
9.0,29.7,25.80,2.011,67.5
9.5,30.0,25.80,2.172,72.9
10.0,30.3,25.80,2.334,78.3
10.5,30.6,25.80,2.495,83.7
11.0,30.9,25.80,2.657,89.2
11.5,30.7,25.80,2.557,85.8
12.0,30.5,25.80,2.457,82.4
12.5,30.3,25.80,2.357,79.1
13.0,30.1,25.80,2.257,75.7
13.5,30.0,25.80,2.157,72.4
14.0,29.8,25.80,2.057,69.0
14.5,29.5,25.80,1.924,64.6
15.0,29.2,25.80,1.791,60.1
15.5,29.0,25.80,1.659,55.7
16.0,28.7,25.80,1.526,51.2
16.5,28.5,25.80,1.393,46.8
17.0,28.2,25.80,1.261,42.3
17.5,28.3,25.80,1.298,43.5
18.0,28.4,25.80,1.335,44.8
18.5,28.4,25.80,1.372,46.0
19.0,28.5,25.80,1.409,47.3
19.5,28.6,25.80,1.446,48.5
20.0,28.7,25.80,1.483,49.8
20.5,28.6,25.80,1.458,48.9
21.0,28.6,25.80,1.433,48.1
21.5,28.5,25.80,1.408,47.2
22.0,28.5,25.80,1.383,46.4
22.5,28.4,25.80,1.358,45.6
23.0,28.4,25.80,1.333,44.7
23.5,28.3,25.80,1.321,44.3
24.0,28.3,25.80,1.321,44.3

