AC_ID,Date,Hour,Sampled_Price,Base_Price,Real_Price,AC_Power,Outdoor_Temperature,Indoor_Temperature,Next_Indoor_Temperature,Dynamic_T_max,Initial_Temperature,Is_Real_Data,Is_Rolling,Rolling_Hour
AC_S_004,2021/09/02,2,0.11111111111111116,-1.0,-1.0,0.0,25.825694444444444,22.262739,,24.56315824572095,21.79999998947819,,True,2
AC_S_004,2021/09/02,2,0.33333333333333326,-1.0,-1.0,0.0,25.825694444444444,22.262739,,24.29174490939395,21.79999998947819,,True,2
AC_S_004,2021/09/02,2,0.5555555555555554,-1.0,-1.0,0.0,25.825694444444444,22.262739,,24.023330584773806,21.79999998947819,,True,2
AC_S_004,2021/09/02,2,0.7777777777777777,-1.0,-1.0,0.0,25.825694444444444,22.262739,,23.757882133948645,21.79999998947819,,True,2
AC_S_004,2021/09/02,2,1.0,-1.0,-1.0,0.0,25.825694444444444,22.262739,,23.495366785167636,21.79999998947819,,True,2
AC_S_004,2021/09/02,2,-1.0,-1.0,-1.0,3.7064881,25.825694444444444,21.79999998947819,21.42042916719391,23.495366785167636,21.79999998947819,True,True,2
AC_S_004,2021/09/02,3,-1.0,-1.0,-1.0,4.6995712,26.55532407361111,21.8,,25.966396080487794,21.42042916719391,,True,3
AC_S_004,2021/09/02,3,-0.7777777777777778,-1.0,-1.0,4.6995712,26.55532407361111,21.8,,25.67947751235858,21.42042916719391,,True,3
AC_S_004,2021/09/02,3,-0.5555555555555556,-1.0,-1.0,4.6995712,26.55532407361111,21.8,,25.395729282711542,21.42042916719391,,True,3
AC_S_004,2021/09/02,3,-0.33333333333333337,-1.0,-1.0,4.6995712,26.55532407361111,21.8,,25.115116360540643,21.42042916719391,,True,3
AC_S_004,2021/09/02,3,-0.11111111111111116,-1.0,-1.0,4.6995712,26.55532407361111,21.8,,24.83760410191883,21.42042916719391,,True,3
AC_S_004,2021/09/02,3,0.11111111111111116,-1.0,-1.0,0.0,26.55532407361111,22.321047,,24.56315824572095,21.42042916719391,,True,3
AC_S_004,2021/09/02,3,0.33333333333333326,-1.0,-1.0,0.0,26.55532407361111,22.321047,,24.29174490939395,21.42042916719391,,True,3
AC_S_004,2021/09/02,3,0.5555555555555554,-1.0,-1.0,0.0,26.55532407361111,22.321047,,24.023330584773806,21.42042916719391,,True,3
AC_S_004,2021/09/02,3,0.7777777777777777,-1.0,-1.0,0.0,26.55532407361111,22.321047,,23.757882133948645,21.42042916719391,,True,3
AC_S_004,2021/09/02,3,1.0,-1.0,-1.0,0.0,26.55532407361111,22.321047,,23.495366785167636,21.42042916719391,,True,3
AC_S_004,2021/09/02,3,-1.0,-1.0,-1.0,4.6995712,26.55532407361111,21.42042916719391,20.91349139359304,23.495366785167636,21.42042916719391,True,True,3
